OBJECTID,COMPTYPE,COMPKEY,HANSEGKEY,UNITID,UNITTYPE,BRGUNITID,UNITDESC_BRG,UNITDESC_SEG,INSTDATE,EXPDATE,STATUS,STATUSDT,CONDITION,CONDDT,OWN,LSTVERIFY,MAINTBY,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,ADDDTTM,MODDTTM,BR_NBR,BR_CODE,BR_TYPE,BR_NAME,BR_FACILITIES,BR_FEATURES,BR_RATING,BR_INSET,BR_GEO,BR_OWNER,BR_OWNER_NAME,GEOBASID,XGEOBASID,GISSEGKEY,EARTHQUAKE_RESPONSE_TEAM,Shape__Length
103933,66,526179,7997,BRG-700B, ,BRG-700B,O&M FACILITY UNIT B (CROSSES 6TH AVE S)                                                                                                                                                                                                                        ,6TH AVE S BETWEEN S FOREST ST AND S HANFORD ST                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT2, ,N,,4/7/2010 12:00:00 AM,1/7/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,7997, ,246.936718781942
103934,66,515771,493122,BRG-933, ,BRG-933,ALBERT D ROSELLINI BRIDGE                                                                                                                                                                                                                                      ,SR520 EB BETWEEN MONTLAKE BV EB ON RP AND MID CHANNEL                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT3, ,N,,1/21/2010 12:00:00 AM,,933, 933,ST,ALBERT D ROSELLINI BRIDGE,SR 520,UNION BAY,2,0,CE,DOT,State of Washington,0,0,493122, ,7811.42969342714
103935,66,511938,7225,BRG-151E, ,BRG-151E,KC SKYBRIDGE /5TH AVE                                                                                                                                                                                                                                          ,5TH AVE BETWEEN JEFFERSON ST AND JAMES ST                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT3,DISTRICT7,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,151,151E,KC,KING COUNTY SKYBRIDGE,PEDESTRIANS,"4TH AVE, 5TH AVE",2,1,DT,KC,Other,0,38850030,7225, ,284.992427187674
103936,66,511798,2045,BRG-015, ,BRG-015,COWEN PARK BR                                                                                                                                                                                                                                                  ,15TH AVE NE BETWEEN COWEN PL NE AND NE 62ND ST                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT4, ,N,,12/21/2009 12:00:00 AM,3/25/2011 12:00:00 AM,15,  15,E,COWEN PARK BRIDGE,15TH AVE NE,COWEN PARK RAVINE,5,0,NE,SDOT,Seattle Dept. of Transportation,5550150,0,2045, ,600.401591924072
103937,66,515751,492265,BRG-902, ,BRG-902,E-N RAMP UC                                                                                                                                                                                                                                                    ,I90 WB 4TH AV OFF RP BETWEEN I90 WB OFF RP AND 4TH AVE S                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,902, 902,ST,E-N RAMP UC,S ROYAL BROUGHAM RAMP,SR 5 & SR 5 RAMP SB,0,0,SO,DOT,State of Washington,0,0,492265, ,1175.67238647411
103938,66,515688,491054,BRG-824, ,BRG-824,N-6TH RAMP EB LANES OC                                                                                                                                                                                                                                         ,I5 NB - 6TH AV S RP BETWEEN I5 NB - W SEATTLE BR RP AND W SEA BR WB - 6TH AV S RP                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,824, 824,ST,N-6TH RAMP EB LANES OC,SR 5 RAMP SB,"SR 5, SPOKANE ST RAMP",1,3,S,DOT,State of Washington,0,0,491054, ,1381.63014845375
103939,66,512035,11587,BRG-5/546, ,BRG-5/546,MADISON ST OVER I-5                                                                                                                                                                                                                                            ,MADISON ST BETWEEN 6TH AVE AND 7TH AVE                                                                                                                                                                                                                         ,,, ,, ,, ,, ,DISTRICT7,DISTRICT3,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,326, 326,ST,MADISON ST / I-5,MADISON ST,SR 5,2,1,DT,DOT,State of Washington,83000090,0,11587, ,290.779913489367
103940,66,520725,574639,BRG-259, ,BRG-259,E MARGINAL WAY GRADE CROSSING                                                                                                                                                                                                                                  ,DUWAMISH AVE S BR BETWEEN SPOKANE-DUWAMISH BR RP AND EAST MARGINAL SB WAY S                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT2, ,N,,3/23/2010 12:00:00 AM,4/8/2010 12:00:00 AM,0, , , , , ,0,0, , , ,,,574639, ,1499.27542845873
103941,66,511795,21724,BRG-013, ,BRG-013,SCHMITZ PARK BR                                                                                                                                                                                                                                                ,SW ADMIRAL WAY BETWEEN SW STEVENS ST AND 57TH AVE SW                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT1, ,N,,12/21/2009 12:00:00 AM,5/3/2018 12:00:00 AM,13,  13,E,SCHMITZ PARK BRIDGE,SW ADMIRAL WAY,SCHMITZ PARK RAVINE,3,0,SW,SDOT,Seattle Dept. of Transportation,173050320,0,21724,BRGTEAM-A,341.917658609468
103942,66,511986,20936,BRG-251, ,BRG-251,RR /NW 61ST ST PED                                                                                                                                                                                                                                             ,S NORFOLK ST BETWEEN 40TH AVE S AND M L KING JR WR WAY S                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,251,251,RR,RAILROAD / NW 61ST ST,RAILROAD,NW 61ST ST,5,0,NO,RR,Other,146000150,0,20936, ,143.302280940284
103943,66,515736,491952,BRG-884, ,BRG-884,I-5 EXP / NE RAVENNA BLVD                                                                                                                                                                                                                                      ,I5 EXPRESS BETWEEN RAVENNA BV I5 EXPRESS RP AND I5 EXPRESS LAKE CITY RP                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT6,DISTRICT4,N,,1/21/2010 12:00:00 AM,9/15/2010 12:00:00 AM,884, 884,ST,RAVENNA BLVD OC,SR 5,NE RAVENNA BLVD,1,0,NE,DOT,State of Washington,140100050,0,491952, ,1400.0733527766
103944,66,511915,20969,BRG-129, ,BRG-129,S ORCAS ST SKYBRIDGE                                                                                                                                                                                                                                           ,S ORCAS ST BETWEEN 5TH AVE S AND 6TH AVE S                                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,129, 129,PR,JACK BENAROYA PED BR,PEDESTRIANS,S ORCAS ST,5,0,S,PRIV,Other,0,166950060,20969, ,116.275926295125
103945,66,515669,490939,BRG-808, ,BRG-808,N-SWIFT RAMP                                                                                                                                                                                                                                                   ,SWIFT AV ON RP BETWEEN SWIFT AVE S AND I5 NB                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,808, 808,ST,N-SWIFT RAMP,SR 5 OFF-RAMP NB, ,5,0,S,DOT,State of Washington,160500030,0,490939, ,506.100739355124
103946,66,511965,7884,BRG-217, ,BRG-217,PINE ST PED /6TH AVE                                                                                                                                                                                                                                           ,6TH AVE BETWEEN PINE ST AND OLIVE WAY                                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,12/20/2012 12:00:00 AM,217, , ,PACIFIC PLACE PED BR, , ,0,1,DT,PRIV,Other,0,0,7884, ,70.8171640134645
103947,66,511808,11629,BRG-023B, ,BRG-023B,MAGNOLIA BR EXT 15 AVE W                                                                                                                                                                                                                                       ,MAGNOLIA BR WB BETWEEN W GALER ST FLYOVER AND MAGNOLIA E BR                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,5/3/2018 12:00:00 AM,23,  23,E,MAGNOLIA BRIDGE,W GARFIELD ST,15TH AVE W,2,0,MA,SDOT,Seattle Dept. of Transportation,186300160,0,11629,BRGTEAM-D,1165.68565636661
103948,66,515671,490950,BRG-810, ,BRG-810,N-W RAMP AIRPORT WAY S OC                                                                                                                                                                                                                                      ,I5 CORSON AV S OFF RP BETWEEN CORSON AV S OFF RP AND S ORCAS ST                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,810, 810,ST,N-W RAMP AIRPORT WAY S OC,SR-5 RAMP,AIRPORT WAY S,5,0,S,DOT,State of Washington,61150100,0,490950, ,606.163822827983
103949,66,,,,,,,,,,,,,,,,,,,,,,,101, 101,PR,SEAFIRST BANK PED BR,PEDESTRIANS,SPRING ST,4,1,DT,PRIV,Other,0,97350060,,,116.535611226361
103950,66,515678,491019,BRG-816, ,BRG-816,SB VIADUCT STA 2032                                                                                                                                                                                                                                            ,I5 SB BETWEEN CORSON AV S OFF RP AND COLUMBIAN WY - I5 SB RP                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,816, 816,ST,SB VIADUCT STA 2032,SR 5 SB, ,1,0,S,DOT,State of Washington,0,1650085,491019, ,626.87455589197
103951,66,515659,8280,BRG-243N, ,BRG-243N,CONVENTION CENTER - N BR                                                                                                                                                                                                                                       ,8TH AVE BETWEEN PIKE ST AND PINE ST                                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,1/21/2010 12:00:00 AM,4/5/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,8280, ,268.785784025185
103952,66,511813,13310,BRG-030L, ,BRG-030L,VINE INVESTMENT CO PED BRIDGE (LOWER)                                                                                                                                                                                                                          ,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE                                                                                                                                                                                                                        ,,9/16/2010 12:00:00 AM,REMOVED,9/16/2010 12:00:00 AM, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,10/25/2023 12:00:00 AM,30,  30L,PR,VINE INVES CO PED BR (LWR),PEDESTRIANS,ALLEY,5,1,DT,PRIV,Other,0,9550180,13310, ,87.6477994445304
103953,66,520730,490553,BRG-294, ,BRG-294,S HENDERSON PED /SR-99                                                                                                                                                                                                                                         ,WEST MARGINAL SB WAY S BETWEEN KENYON ON RP AND SR99 SB OFF RP                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT1, ,N,,3/23/2010 12:00:00 AM,9/16/2010 12:00:00 AM,0, , , , , ,0,0, , , ,,,490553, ,299.510617168168
103954,66,515719,490101,BRG-861, ,BRG-861,NBCD-7TH RAMP BR                                                                                                                                                                                                                                               ,MADISON ST OFF RP BETWEEN I5 NB COLLECTOR AND 7TH AVE                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT3, ,N,,1/21/2010 12:00:00 AM,,861, 861,ST,NBCD-7TH RAMP BR,SR 5,JAMES AND CHERRY STS,1,1,DT,DOT,State of Washington,0,0,490101, ,1175.78886651014
103955,66,578140,527192,BRG-246A, ,BRG-246A,QFIELD PARKING GARAGE                                                                                                                                                                                                                                          ,S ROYAL BROUGHAM WAY BR BETWEEN OCCIDENTAL AVE S AND 3RD AVE S                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/30/2011 12:00:00 AM,2/10/2012 12:00:00 AM,0, , , , , ,0,0, , , ,,,527192, ,128.111718853264
103956,66,512038,19712,BRG-5/537S, ,BRG-5/537S,SPOKANE ST EB OVER 1-5                                                                                                                                                                                                                                         ,S COLUMBIAN WB WAY BETWEEN COLUMBIAN WY - I5 SB RP AND COLUMBIAN WY - I5 NB RP                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,332, 332,ST,COLUMBIAN WAY S / I-5,COLUMBIAN WAY S,SR 5,1,3,S,DOT,State of Washington,0,0,19712, ,838.961526679729
103957,66,511840,14206,BRG-056, ,BRG-056,E INTERLAKEN BLVD /26TH AVE E                                                                                                                                                                                                                                  ,E INTERLAKEN BLVD BETWEEN 24TH AVE E AND LAKE WASHINGTON BLVD E                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT3, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,56,  56,E,E INTERLAKEN BLVD,E INTERLAKEN BLVD,26TH AVE E,5,0,CE,SDOT,Seattle Dept. of Transportation,110600130,0,14206, ,127.921152194293
103958,66,515685,491023,BRG-822, ,BRG-822,N-E RAMP BR                                                                                                                                                                                                                                                    ,I5 NB - COLUMBIAN WY RP BETWEEN I5 NB - W SEATTLE BR RP AND S COLUMBIAN EB WAY                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,822, 822,ST,N-E RAMP BR,SR 5 RAMP NB, ,1,3,S,DOT,State of Washington,0,0,491023, ,993.380716358794
103959,66,511794,10562,BRG-012SA, ,BRG-012SA,FREMONT BRIDGE - S APPROACH                                                                                                                                                                                                                                    ,FREMONT BR BETWEEN 4TH AVE N AND POINT A                                                                                                                                                                                                                       ,,3/29/2010 12:00:00 AM,REMOVED,3/29/2010 12:00:00 AM, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,10/25/2023 12:00:00 AM,12,  12S,E,FREMONT BRIDGE S APPROACH,WESTLK/NICKERSON/DEXTER,RR,2,0,NO,SDOT,Seattle Dept. of Transportation,68750010,0,10562, ,149.139159242279
103960,66,511982,4627,BRG-245, ,BRG-245,30TH AVE NE PED /THORNTON CK                                                                                                                                                                                                                                   ,30TH AVE NE BETWEEN NE 107TH ST AND NE 110TH ST                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT5, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,245,245, ,30TH AV NE/NE 107TH ST PED, , ,0,0, ,SDOT,Seattle Dept. of Transportation,0,0,4627, ,37.5256808566511
103961,66,511972,13557,BRG-227, ,BRG-227,2730 WESTLAKE AVE N PED                                                                                                                                                                                                                                        ,WESTLAKE EAST RDWY AVE N BETWEEN NEWELL ST AND SHIP CANAL TRL                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,227, , ,2730 WESTLAKE AVE N PED BR, , ,0,0,N,SDOT,Seattle Dept. of Transportation,0,0,13557, ,261.305215224807
103962,66,515708,491367,BRG-845, ,BRG-845,NBCD DEARBORN ST OC                                                                                                                                                                                                                                            ,I5 NB COLLECTOR BETWEEN I90 EB - I5 NB ON RP AND I90 WB - I5 NB ON RP                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,845, 845,ST,NBCD DEARBORN ST OC,DEARBORN SR 5 ONR NB,DEARBORN & SR 5 ON RAMPS,1,2,S,DOT,State of Washington,0,0,491367, ,348.60163031659
103963,66,515657,23170,BRG-240S, ,BRG-240S,RR /SHIP CANAL - S BR                                                                                                                                                                                                                                          ,W COMMODORE WAY BETWEEN 33RD AVE W AND 40TH AVE W                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT7, ,N,,1/21/2010 12:00:00 AM,4/5/2011 12:00:00 AM,240, 602,RR,RAILROAD / SEAVIEW AVE NW,RAILROAD,"SEAVIEW AVE NW, CANAL",4,0,NO,RR,Other,0,184750120,23170, ,810.818951048683
103964,66,512032,8278,BRG-5/549, ,BRG-5/549,8TH AVE OVER I-5                                                                                                                                                                                                                                               ,8TH AVE BETWEEN SENECA ST AND CONVENTION CTR DR                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,323, 323,ST,8TH AVE / I-5,8TH AVE,"SR 5, 8TH, UNION, UNIVERSITY",4,1,DT,DOT,State of Washington,47850140,0,8278, ,1066.24008615132
103965,66,511912,11905,BRG-126, ,BRG-126,MONTLAKE BLVD /SR-520                                                                                                                                                                                                                                          ,MONTLAKE BLVD E BETWEEN SR520 WB MONTLAKE BV OFF RP AND MONTLAKE BV ON RP                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT3, ,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,126, 126,ST,MONTLAKE BLVD / SR 520,MONTLAKE BLVD E,SR 520,1,0,CE,DOT,State of Washington,0,86900010,11905, ,248.40969755868
103966,66,515703,491479,BRG-840, ,BRG-840,DEARBORN ST OC                                                                                                                                                                                                                                                 ,I5 SB BETWEEN I5 SB COLLECTOR S AND I5 EXPRESS I5 SB RP                                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,840, 840,ST,DEARBORN ST OC,SR 5 SB,S DEARBORN ST,1,2,S,DOT,State of Washington,0,0,491479, ,267.756227610241
103967,66,531732,605899,BRG-254B, ,BRG-254B,MEADOWBROOK POND PED #2                                                                                                                                                                                                                                        ,NE 105TH ST BETWEEN 36TH AVE NE AND 38TH AVE NE                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT5, ,N,,9/17/2010 12:00:00 AM,4/5/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,605899, ,46.5382855770043
103968,66,515710,491389,BRG-843, ,BRG-843,SR 5 OC N-W RAMP                                                                                                                                                                                                                                               ,I5 NB ATLANTIC OFF RP BETWEEN I5 NB AND S ATLANTIC ST OFF RP                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,843, 843,ST,SR 5 OC N-W RAMP,SR 5 RAMP WB, ,1,2,S,DOT,State of Washington,0,0,491389, ,1696.56060369779
103969,66,511863,20731,BRG-078, ,BRG-078,MAYNARDS ADDITION                                                                                                                                                                                                                                              ,S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S                                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,3/25/2011 12:00:00 AM,78,  78,PR,MAYNARDS ADDITION / ALLEY,ALLEY (CLOSED),RAVINE,5,0,S,PRIV,Other,0,171400060,20731, ,173.923992161985
103970,66,511861,11273,BRG-075, ,BRG-075,COLMAN PARK BR #1                                                                                                                                                                                                                                              ,LAKESIDE AVE S BETWEEN 36TH AVE S AND LAKE WASHINGTON BLVD S                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT3,DISTRICT2,N,,12/21/2009 12:00:00 AM,3/25/2011 12:00:00 AM,75,  75,E,COLMAN PARK / LAKESIDE AVE S,LAKESIDE AVE S,RAVINE,5,0,S,SDOT,Seattle Dept. of Transportation,80800190,0,11273, ,107.436015348028
103971,66,511843,10622,BRG-060N, ,BRG-060N,ELLIOTT BAY MARINA - N RAMP                                                                                                                                                                                                                                    ,W GARFIELD ST OFF RP BETWEEN MAGNOLIA BR AND W GARFIELD ST ACCESS RD                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,60, ,E,ELLIOTT BAY MARINA BR, , ,0,0,MA,SDOT,Seattle Dept. of Transportation,0,0,10622, ,874.16343236608
103972,66,515772,491763,BRG-934, ,BRG-934,W-S RAMP SR 5 OC                                                                                                                                                                                                                                               ,I5 SB SR520 EB ON RP BETWEEN I5 SB AND SR520 EB                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT3,DISTRICT4,N,,1/21/2010 12:00:00 AM,,934, 934,ST,W-S RAMP SR 5 OC,SR 522 OFFR - SR 5 ONR,SR 5,1,0,CE,DOT,State of Washington,112200020,0,491763, ,470.373141953648
103973,66,515755,491388,BRG-905, ,BRG-905,SR 5 OC W-S RAMP                                                                                                                                                                                                                                               ,I90 WB - I5 SB ON RP BETWEEN I90 WB OFF RP AND I5 SB ON RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,905, 905,ST,SR 5 OC W-S RAMP,SR 5 ON RAMP,SR 5 AND SR 5 ON RAMP NB,1,2,S,DOT,State of Washington,0,0,491388, ,995.029479160415
103974,66,511991,8670,BRG-700D, ,BRG-700D,O&M FACILITY UNIT D (CROSSES AIRPORT WAY S)                                                                                                                                                                                                                    ,AIRPORT WAY S BETWEEN S FOREST ST AND S STEVENS ST                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,1/7/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,8670, ,380.529247591553
103975,66,511790,10830,BRG-010B, ,BRG-010B,SEATTLE CTR /NOB HILL                                                                                                                                                                                                                                          ,HARRISON ST BETWEEN 4TH AVE N AND 5TH AVE N                                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,3/25/2011 12:00:00 AM,10,  10A,SC,SEATTLE CTR PED BR AT NOB HILL,PEDESTRIANS,SEATTLE CENTER (SEA CTR),5,0,QA,SC,Other,0,71800030,10830, ,90.3826286653121
103976,66,534871,4385,BRG-289, ,BRG-289,1606 2ND AVE PED /ALLEY                                                                                                                                                                                                                                        ,3RD AVE BETWEEN PINE ST AND STEWART ST                                                                                                                                                                                                                         ,,3/27/2024 12:00:00 AM, ,, ,, ,, ,DISTRICT7, ,N,,10/13/2010 12:00:00 AM,3/27/2024 12:00:00 AM,0, , , , , ,0,0, , , ,,,4385, ,8.70137913760184
103977,66,511949,12254,BRG-160, ,BRG-160,POST AVE BR                                                                                                                                                                                                                                                    ,POST AVE BETWEEN COLUMBIA ST AND MARION ST                                                                                                                                                                                                                     ,,3/27/2024 12:00:00 AM,REMOVED,12/31/2017 12:00:00 AM, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,3/27/2024 12:00:00 AM,160, 160,E,POST ST (MARION TO COLUMBIA),POST ST (ON PILES), ,5,1,DT,SDOT,Seattle Dept. of Transportation,92350030,0,12254, ,305.981933379465
103978,66,511876,8936,BRG-99/571P, ,BRG-99/571P,WOODLAND PARK /SR-99 - S BR                                                                                                                                                                                                                                    ,AURORA AVE N BETWEEN N 50 UPPER ST AND N 59TH ST                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT6, ,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,88,  88S,ST,WOODLAND PARK (S BR) / AURORA,PEDESTRIANS,SR 99,2,0,NO,DOT,State of Washington,0,52500490,8936, ,119.570146981497
103979,66,512022,17380,BRG-5/580, ,BRG-5/580,NE 70TH ST OVER I-5                                                                                                                                                                                                                                            ,NE 70TH ST BETWEEN 6TH N AVE NE AND 8TH AVE NE                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,309, 309,ST,NE 70TH ST / I-5,NE 70TH ST,SR 5,4,0,NE,DOT,State of Washington,135200050,0,17380, ,419.845839270179
103980,66,511953,12779,BRG-164, ,BRG-164,VIRGINIA MASON HOSP /SENECA ST                                                                                                                                                                                                                                 ,SENECA ST BETWEEN 9TH AVE AND TERRY AVE                                                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT3, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,164, , ,VIRGINIA MASON HOSPITAL BR, , ,0,1,CE,PRIV,Other,0,0,12779, ,93.8026813580662
103981,66,515746,491588,BRG-898, ,BRG-898,EXP S-W RAMP BR                                                                                                                                                                                                                                                ,I5 SB BETWEEN STEWART ST OFF RP AND I5 SB MERCER ST OFF RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT3,DISTRICT7,N,,1/21/2010 12:00:00 AM,,898,898,ST,EXP S-W RAMP BR,SR 5,"SR 5 SB, EASTLAKE BR AND OR",2,0,CE,DOT,State of Washington,0,0,491588, ,975.811804571794
103982,66,511775,22804,BRG-002S, ,BRG-002S,SW SPOKANE ST BR - SWING                                                                                                                                                                                                                                       ,SW SPOKANE BR BETWEEN SW SPOKANE E ST AND SW SPOKANE W ST                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT1, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,2,   2S,E,SW SPOKANE ST SWING SPAN,SW SPOKANE ST,"W WATERWAY DUWAMISH, ET AL",3,0,SW,SDOT,Seattle Dept. of Transportation,181800070,0,22804,BRGTEAM-P,840.356601261993
103983,66,511853,22805,BRG-068, ,BRG-068,E WATERWAY - S BR                                                                                                                                                                                                                                              ,SW SPOKANE ST BETWEEN S SPOKANE ST AND SW KLICKITAT SR WAY                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT1,DISTRICT2,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,68,  68,E,E DUWAMISH WATERWY S BRIDGE,SW SPOKANE ST,E WATERWAY OF DUWAMISH,3,0,SW,SDOT,Seattle Dept. of Transportation,0,0,22805,BRGTEAM-K,486.734742567569
103984,66,511789,11765,BRG-010A, ,BRG-010A,SEATTLE CTR /MERCER ST                                                                                                                                                                                                                                         ,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,10,  10B,SC,SEATTLE CTR / MERCER ST,PEDESTRIANS,MERCER ST (SEA CTR),1,0,QA,SC,Other,0,86150050,11765,BRGTEAM-I,177.775774663664
103985,66,511849,2524,BRG-064, ,BRG-064,THETA CHI PED                                                                                                                                                                                                                                                  ,17TH SB AVE NE BETWEEN NE 45TH ST AND NE 47TH ST                                                                                                                                                                                                               ,,3/27/2024 12:00:00 AM,REMOVED,1/1/2013 12:00:00 AM, ,, ,, ,DISTRICT4, ,N,,12/21/2009 12:00:00 AM,3/27/2024 12:00:00 AM,64,  64,PR,THETA CHI PEDESTRIAN BRIDGE,PEDESTRIANS,ALLEY,5,0,NE,PRIV,Other,0,6800010,2524, ,58.9398500875081
103986,66,511846,11228,BRG-063A, ,BRG-063A,COLMAN PARK BR #2                                                                                                                                                                                                                                              ,LAKE WASHINGTON BLVD S BETWEEN S MASSACHUSETTS ST AND LAKESIDE AVE S                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT3, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,63,  63A,E,COLMAN PARK #3,LAKE WASH BLVD,RAVINE,5,0,S,SDOT,Seattle Dept. of Transportation,80600210,0,11228, ,84.3184926449677
103987,66,511869,287248,BRG-082, ,BRG-082,BURKE GILMAN TR /6TH AVE                                                                                                                                                                                                                                       ,BURKE GILMAN TRL BETWEEN 6TH AVE NE AND 7TH AVE NE                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT4, ,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,82,  82,PK,BURKE GILMAN TRL / 6TH AVE NE,BURKE GILMAN TRAIL,6TH AVE NE (PARK),4,0,NE,PRKS,Other,0,44450010,287248, ,149.316406713089
103988,66,511774,22810,BRG-002A, ,BRG-002A,SW SPOKANE ST BR - APPR                                                                                                                                                                                                                                        ,SW SPOKANE ST BETWEEN SW SPOKANE W BR AND TERMINAL 5 ACCESS RP                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT1, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,2,   2A,E,SW SPOKANE ST SWING APPR,SW SPOKANE ST,"W WATERWAY DUWAMISH, ET AL",3,0,SW,SDOT,Seattle Dept. of Transportation,181800070,0,22810,BRGTEAM-P,447.185782669815
